City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
399,Kandi,BJ,11.1342,2.9386,82.54,10,82,5.5,broken clouds
400,Boguchany,RU,58.3814,97.4531,-20.02,100,56,2.98,broken clouds
401,Gorom-Gorom,BF,14.4439,-0.2361,77.4,10,0,3.27,clear sky
402,Naples,IT,40.8333,14.25,54.57,72,20,8.05,few clouds
403,Salekhard,RU,66.53,66.6019,-18.83,99,100,6.2,overcast clouds
404,Beihai,CN,21.4833,109.1,59.59,89,100,12.44,overcast clouds
405,Mao,ES,39.8885,4.2658,48.76,81,0,4.61,clear sky
406,Bathsheba,BB,13.2167,-59.5167,83.01,57,20,21.85,few clouds
407,Raga,SS,8.4596,25.678,75.97,18,11,4.38,few clouds
408,Lagoa,PT,39.05,-27.9833,60.17,88,100,22.66,overcast clouds
409,Namibe,AO,-15.1961,12.1522,76.23,80,83,7.78,broken clouds
410,Casablanca,MA,33.5928,-7.6192,61.14,82,0,9.22,clear sky
411,Grindavik,IS,63.8424,-22.4338,25.27,63,0,12.66,clear sky
412,Ayan,RU,56.45,138.1667,-5.73,80,69,6.73,broken clouds
413,Oriximina,BR,-1.7656,-55.8661,83.55,68,97,2.04,overcast clouds
414,Alyangula,AU,-13.8483,136.4192,75.07,100,76,4.61,broken clouds
415,Baykit,RU,61.67,96.37,-15.09,100,34,2.46,scattered clouds
416,Mildura,AU,-34.2,142.15,73.36,43,30,9.22,scattered clouds
417,Isangel,VU,-19.55,169.2667,77.11,94,75,0.0,broken clouds
418,Surab,PK,28.4914,66.2585,46.13,34,0,2.42,clear sky
419,Victor Harbor,AU,-35.5667,138.6167,71.47,37,96,6.55,overcast clouds
420,Naze,JP,28.3667,129.4833,63.28,91,100,9.44,light rain
421,Black River,JM,18.0264,-77.8487,85.98,66,19,16.69,light rain
422,Jaslo,PL,49.7451,21.4725,29.37,77,0,6.15,clear sky
423,Mbandaka,CD,0.0487,18.2603,81.7,49,71,4.47,broken clouds
424,Port Antonio,JM,18.18,-76.4612,85.91,73,32,13.15,scattered clouds
425,Egvekinot,RU,66.3167,-179.1667,-20.43,88,21,8.14,few clouds
426,Lotofaga,WS,-13.9764,-171.8578,80.38,77,63,12.26,light rain
427,Pampierstad,ZA,-27.7832,24.6877,75.58,27,0,7.54,clear sky
428,Ostrovnoy,RU,68.0531,39.5131,9.73,95,57,6.24,broken clouds
429,Natitingou,BJ,10.3042,1.3796,79.81,13,33,2.19,scattered clouds
430,Kidodi,TZ,-7.6036,37.0044,71.85,94,100,1.63,overcast clouds
431,Nkowakowa,ZA,-23.8878,30.2871,69.85,50,1,2.75,clear sky
432,Mindelo,CV,16.8901,-24.9804,74.75,60,100,24.16,overcast clouds
433,Itoman,JP,26.1247,127.6694,69.82,83,96,18.41,overcast clouds
434,Novoukrainskiy,RU,44.8969,38.0522,43.68,85,100,12.75,overcast clouds
435,Khandyga,RU,62.6667,135.6,-41.04,100,98,2.3,overcast clouds
436,Cabedelo,BR,-6.9811,-34.8339,86.67,71,66,10.16,broken clouds
437,Aklavik,CA,68.2191,-135.0107,-17.57,68,75,3.44,broken clouds
438,Vao,NC,-22.6667,167.4833,79.84,82,100,4.59,overcast clouds
439,Neryungri,RU,56.6709,124.6491,-35.3,100,95,2.24,overcast clouds
440,Kilgore,US,32.3863,-94.8758,41.29,87,75,11.5,light rain
441,Kastamonu,TR,41.5,33.6667,30.87,85,100,4.23,overcast clouds
442,Yarada,IN,17.65,83.2667,73.96,77,93,8.46,overcast clouds
443,Sao Filipe,CV,14.8961,-24.4956,78.35,46,77,20.02,broken clouds
444,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,23,0,11.5,clear sky
445,Gat,IL,31.61,34.7642,54.39,100,0,5.08,clear sky
446,Yanliang,CN,34.6592,109.2292,36.59,70,0,5.77,clear sky
447,Washougal,US,45.5826,-122.3534,60.66,35,0,32.01,clear sky
448,San Rafael,AR,-34.6177,-68.3301,75.72,22,0,12.57,clear sky
449,Sioux Lookout,CA,50.1001,-91.917,-9.02,59,75,5.75,broken clouds
450,Callaway,US,30.153,-85.5699,67.17,73,100,5.01,overcast clouds
451,Ryotsu,JP,38.0833,138.4333,37.8,63,100,4.21,overcast clouds
452,Khor,RU,47.8861,134.9464,9.88,96,100,4.21,light snow
453,Tshane,BW,-24.0196,21.8684,76.32,29,1,9.01,clear sky
454,Palmaner,IN,13.2,78.75,63.25,86,6,1.74,clear sky
455,Colomi,BO,-17.35,-65.8667,53.62,84,100,7.54,overcast clouds
456,Birjand,IR,32.8663,59.2211,46.87,66,75,13.8,broken clouds
457,Xichang,CN,27.8964,102.2634,37.81,86,100,3.04,overcast clouds
458,Saraipali,IN,21.3333,83.0,59.76,25,46,2.51,scattered clouds
459,Gondanglegi,ID,-7.7479,112.0132,73.98,93,100,4.05,moderate rain
460,Warrnambool,AU,-38.3833,142.4833,64.81,52,100,15.23,overcast clouds
461,Roma,US,43.2128,-75.4557,38.39,67,100,23.02,overcast clouds
462,Kousseri,CM,12.0769,15.0306,78.76,13,29,6.91,scattered clouds
463,Avera,US,33.194,-82.5271,69.85,34,100,5.95,overcast clouds
464,Andreapol,RU,56.6513,32.2664,29.79,95,100,11.95,light snow
465,Hambantota,LK,6.1241,81.1185,76.44,85,100,9.86,overcast clouds
466,Thinadhoo,MV,0.5333,72.9333,81.27,71,100,8.77,overcast clouds
467,Zacualpan,MX,21.25,-105.1667,87.42,46,60,8.95,broken clouds
468,Abu Dhabi,AE,24.4667,54.3667,71.71,67,0,3.44,clear sky
469,Uthal,PK,25.8072,66.6219,67.1,63,0,4.14,clear sky
470,Loding,NO,67.3,14.75,30.11,85,0,10.36,clear sky
471,Petropavlovka,RU,50.6114,105.3196,-17.75,98,99,2.17,overcast clouds
472,Kaitong,CN,44.8135,123.15,-14.22,100,22,3.36,few clouds
473,Perth,AU,-31.9333,115.8333,68.18,70,0,14.97,clear sky
474,Tucuma,BR,-0.1833,-50.05,81.73,76,67,7.58,broken clouds
475,Diplo,PK,24.4667,69.584,66.63,39,0,7.18,clear sky
476,Acapulco,MX,16.8634,-99.8901,85.82,58,75,6.91,broken clouds
477,Laguna,US,38.421,-121.4238,78.62,52,0,1.99,clear sky
478,Oshikango,NA,-17.4,15.8833,73.29,67,84,2.28,broken clouds
479,Kavieng,PG,-2.5744,150.7967,80.58,78,100,4.14,overcast clouds
480,Khabary,RU,53.6259,79.5345,3.16,87,25,11.72,scattered clouds
481,Tabasco,MX,18.0,-92.6667,82.51,65,75,6.91,mist
482,La Serena,CL,-29.9078,-71.2542,71.11,64,20,13.8,few clouds
483,Ust-Maya,RU,60.4167,134.5333,-32.39,100,100,1.19,overcast clouds
484,Yar-Sale,RU,66.8333,70.8333,-8.34,92,100,14.83,overcast clouds
485,Kloulklubed,PW,7.0419,134.2556,81.1,75,53,21.97,broken clouds
486,Aksu,CN,41.1231,80.2644,30.4,43,32,3.83,scattered clouds
487,Mizdah,LY,31.4451,12.9801,53.83,47,4,4.16,clear sky
488,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,77,20,11.14,few clouds
489,Clyde River,CA,70.4692,-68.5914,-16.37,69,100,28.77,snow
490,Grafton,US,42.207,-71.6856,61.07,41,20,25.32,few clouds
491,Nanga Eboko,CM,4.6833,12.3667,74.05,23,39,2.53,scattered clouds
492,Ca Mau,VN,9.1769,105.15,76.8,85,100,8.12,overcast clouds
493,Seka,TH,17.9285,103.9552,72.03,84,100,4.56,overcast clouds
494,Teguldet,RU,57.3064,88.1667,-0.54,89,6,9.91,clear sky
495,Pangkalanbuun,ID,-2.6833,111.6167,73.58,92,100,1.01,overcast clouds
496,Mlonggo,ID,-6.5333,110.7,75.09,88,100,2.48,overcast clouds
497,Nalut,LY,30.3333,10.85,55.78,30,98,9.93,overcast clouds
498,Gumla,IN,23.05,84.55,51.98,37,9,5.21,clear sky
499,El Guayabito,HN,14.8333,-86.0333,85.24,33,2,8.68,clear sky
500,Hay River,CA,60.8156,-115.7999,-14.82,76,75,10.36,broken clouds
501,Waldkirch,DE,48.0959,7.9637,39.9,82,100,4.54,overcast clouds
502,Banka,IN,24.8833,86.9167,58.93,57,0,3.78,clear sky
503,Grivenskaya,RU,45.6473,38.176,38.08,79,100,19.84,light rain
504,Walvis Bay,NA,-22.9575,14.5053,72.55,73,83,4.61,light rain
505,Kurtalan,TR,37.9272,41.7028,37.62,61,3,3.76,clear sky
506,Atar,MR,20.5169,-13.0499,72.57,20,16,9.73,few clouds
507,Msowero,TZ,-6.5333,37.2,70.95,93,100,1.32,overcast clouds
508,Brae,GB,60.3964,-1.353,46.31,88,93,23.42,light rain
509,Shakhtinsk,KZ,49.71,72.5872,18.16,95,100,13.96,overcast clouds
510,Alice Springs,AU,-23.7,133.8833,60.35,77,0,5.75,clear sky
511,Sayyan,YE,15.1718,44.3244,57.24,34,100,3.29,overcast clouds
512,Muros,ES,42.7762,-9.0603,53.24,86,10,4.99,clear sky
513,Chingola,ZM,-12.529,27.8838,61.23,94,59,2.01,broken clouds
514,Rio Grande,BR,-32.035,-52.0986,78.91,95,100,7.09,light rain
515,Wageningen,NL,51.9667,5.6667,39.88,73,100,8.05,overcast clouds
516,Skibbereen,IE,51.55,-9.2667,48.0,90,100,12.68,overcast clouds
517,Westport,US,41.1415,-73.3579,59.25,44,0,18.41,clear sky
518,Verkhovazhye,RU,60.7472,42.0465,16.03,94,97,7.14,overcast clouds
519,Warah,PK,27.4481,67.7978,62.24,27,0,7.34,clear sky
520,Comillas,PH,15.3982,120.7007,73.74,80,100,0.51,overcast clouds
521,Vilyuysk,RU,63.7553,121.6247,-26.12,100,100,2.55,overcast clouds
522,Balkhash,KZ,46.844,74.9804,12.65,95,100,6.76,overcast clouds
523,Shirakamut,AM,40.8606,44.1528,8.92,58,14,4.38,few clouds
524,Bethanien,NA,-26.502,17.1583,69.39,73,100,10.51,light rain
525,Vila Velha,BR,-20.3297,-40.2925,76.95,90,40,8.05,light rain
526,Nelson Bay,AU,-32.7167,152.15,71.01,58,87,10.42,overcast clouds
527,Kysyl-Syr,RU,63.8986,122.7617,-24.16,100,100,2.48,overcast clouds
528,Sur,OM,22.5667,59.5289,69.35,63,0,10.4,clear sky
529,Dharchula,IN,29.85,80.5333,45.64,40,0,8.03,clear sky
530,Hede,CN,33.7681,120.2517,41.43,81,100,5.12,light rain
531,Amga,RU,60.8953,131.9608,-32.24,100,100,1.79,overcast clouds
532,Seydi,TM,39.4816,62.9137,38.53,51,0,5.66,clear sky
533,Flinders,AU,-34.5833,150.8552,64.2,94,79,4.0,broken clouds
534,Salinas,US,36.6777,-121.6555,79.81,38,0,17.27,clear sky
535,Njombe,TZ,-9.3333,34.7667,57.92,99,100,2.19,light rain
536,Bassila,BJ,9.0081,1.6654,83.84,15,18,4.09,few clouds
537,Llangefni,GB,53.2556,-4.3106,51.66,90,75,23.02,mist
538,Okhotsk,RU,59.3833,143.3,-14.31,81,8,8.97,clear sky
539,Roald,NO,62.5833,6.1333,42.94,75,75,10.36,broken clouds
540,Manggar,ID,-2.8833,108.2667,78.6,86,100,6.44,overcast clouds
541,Gueret,FR,46.1667,1.8667,39.83,86,74,3.87,broken clouds
542,Linfen,CN,36.0889,111.5189,36.9,61,4,4.03,clear sky
543,Miri,MY,4.4148,114.0089,75.34,94,40,0.0,light rain
544,Kautokeino,NO,69.0125,23.0412,-11.94,96,69,1.99,broken clouds
545,Jumla,NP,29.2747,82.1838,27.34,76,1,6.98,clear sky
546,Sagauli,IN,26.7833,84.7333,54.86,71,0,4.34,clear sky
547,Kachiry,KZ,53.0675,76.1036,14.41,96,100,7.72,overcast clouds
548,Udachnyy,RU,66.4167,112.4,-15.5,100,96,2.93,overcast clouds
549,Emerald,AU,-23.5333,148.1667,69.94,83,0,4.61,clear sky
550,Bourail,NC,-21.5667,165.4833,78.53,82,97,1.97,overcast clouds
551,Camocim,BR,-2.9022,-40.8411,82.87,71,65,13.06,broken clouds
552,Redlands,US,34.0556,-117.1825,84.49,14,0,3.0,clear sky
553,Torrox,ES,36.7579,-3.9523,58.6,89,100,1.12,overcast clouds
554,Dalby,AU,-27.1833,151.2667,65.1,81,0,11.61,clear sky
555,Mapiripan,CO,2.8892,-72.1256,95.29,30,70,9.64,broken clouds
556,Port Arthur,CN,38.8,121.2667,26.82,69,100,20.51,overcast clouds
557,Hualmay,PE,-11.0964,-77.6139,75.36,69,38,10.8,scattered clouds
558,Pokaran,IN,26.9167,71.9167,65.17,19,0,7.02,clear sky
559,Dzilam Gonzalez,MX,21.2833,-88.9333,83.53,58,85,6.11,overcast clouds
560,Puerto Colombia,CO,10.9878,-74.9547,89.69,68,9,23.44,clear sky
561,Kamenka,RU,51.3223,42.7678,22.87,96,94,10.09,light snow
562,Takoradi,GH,4.8845,-1.7554,80.29,81,96,7.85,overcast clouds
563,Nishihara,JP,26.1842,127.7558,69.08,83,100,18.41,overcast clouds
564,Devaprayag,IN,30.15,78.6167,50.99,65,0,3.78,clear sky
565,Zhezkazgan,KZ,47.8043,67.7144,26.58,93,100,22.37,overcast clouds
566,Batagay-Alyta,RU,67.8006,130.4114,-16.38,88,96,4.83,overcast clouds
567,Le Vauclin,MQ,14.5452,-60.8388,82.45,61,75,19.57,broken clouds
568,Syracuse,IT,37.0881,15.2792,56.32,79,100,4.05,overcast clouds
569,Makariv,UA,50.4641,29.8113,30.18,89,5,5.99,clear sky
570,Zhigalovo,RU,54.8097,105.1578,-32.8,100,93,1.34,overcast clouds
571,Oskarshamn,SE,57.2645,16.4484,35.98,72,100,15.61,overcast clouds
572,Pimentel,PE,-6.8367,-79.9342,82.69,54,0,10.36,clear sky
573,Visby,SE,57.6409,18.296,36.05,69,100,19.57,overcast clouds
574,Harper,LR,4.375,-7.7169,78.58,84,6,7.43,clear sky
575,Yanam,IN,16.7333,82.2167,71.98,85,67,3.69,broken clouds
576,Tambura,SS,5.6,27.4667,78.1,25,23,5.21,few clouds
577,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.58,89,100,1.05,overcast clouds
578,Evensk,RU,61.95,159.2333,-12.42,75,19,6.98,few clouds
579,Mayahi,NE,13.9553,7.6712,69.55,10,2,10.89,clear sky
580,Ossora,RU,59.2353,163.0719,-16.19,88,5,5.77,clear sky
581,Boddam,GB,57.4667,-1.7833,46.38,77,40,20.89,scattered clouds
582,Vestmannaeyjar,IS,63.4427,-20.2734,28.26,78,23,3.62,few clouds
583,Ornskoldsvik,SE,63.2909,18.7153,25.75,86,75,3.44,broken clouds
584,Anchorage,US,61.2181,-149.9003,31.68,92,100,6.91,light snow
585,Pouembout,NC,-21.1333,164.9,78.31,85,100,1.97,overcast clouds
586,Birao,CF,10.2849,22.7882,73.76,11,28,6.53,scattered clouds
587,Sinnamary,GF,5.3833,-52.95,78.15,87,69,11.74,broken clouds
588,Meulaboh,ID,4.1363,96.1285,77.63,84,96,3.91,light rain
589,Turukhansk,RU,65.8167,87.9833,-12.1,80,1,8.61,clear sky
590,Quatre Cocos,MU,-20.2078,57.7625,80.71,85,9,10.6,light rain
591,Chenghai,CN,23.4632,116.768,60.71,88,100,4.47,overcast clouds
592,Samarai,PG,-10.6167,150.6667,80.49,69,89,8.68,overcast clouds
593,Cedar Hill,US,32.5885,-96.9561,43.54,35,100,18.41,overcast clouds
594,Maloy,NO,61.9353,5.1136,42.53,92,100,7.0,moderate rain
595,Kungurtug,RU,50.5994,97.5228,-25.46,98,27,1.68,scattered clouds
596,Altamira,BR,-3.2033,-52.2064,86.09,70,75,8.05,broken clouds
597,Yurimaguas,PE,-5.9,-76.0833,89.76,58,20,4.61,few clouds
598,La Crosse,US,43.8014,-91.2396,13.39,56,0,8.05,clear sky
599,Maniitsoq,GL,65.4167,-52.9,11.95,76,100,12.8,overcast clouds
600,Osmena,PH,10.5208,119.9258,79.39,86,100,15.55,overcast clouds
601,Alcantara,BR,-2.4089,-44.4147,86.2,79,65,9.8,moderate rain
602,Praya,CV,14.9215,-23.5087,75.74,64,98,18.41,overcast clouds
603,Kaitangata,NZ,-46.2817,169.8464,50.94,79,100,9.8,overcast clouds
604,Sembe,CG,1.6481,14.5806,79.23,31,96,2.15,overcast clouds
605,Maceio,BR,-9.6658,-35.7353,87.24,62,0,18.41,clear sky
606,Mago,RU,53.2514,140.1822,11.34,96,100,3.74,overcast clouds
607,Payakumbuh,ID,-0.2202,100.6308,69.19,98,91,1.61,overcast clouds
608,Kirensk,RU,57.7853,108.1119,-27.22,100,100,0.18,overcast clouds
609,Puerto Barrios,GT,15.7167,-88.6,84.34,70,40,4.61,scattered clouds
610,Breyten,ZA,-26.3018,29.987,55.22,61,40,2.13,scattered clouds
611,Zhangjiakou,CN,40.81,114.8794,19.27,67,99,2.37,light snow
612,Wawa,NG,9.9022,4.4192,84.11,17,5,4.68,clear sky
613,Umea,SE,63.8284,20.2597,17.53,93,0,2.3,clear sky
614,Sola,VU,-13.8833,167.55,79.72,77,99,13.62,overcast clouds
615,Chumikan,RU,54.7183,135.315,5.02,91,100,3.18,overcast clouds
616,Ankang,CN,32.68,109.0172,40.24,67,100,0.81,overcast clouds
617,Washington,US,47.5001,-120.5015,44.35,63,2,1.07,clear sky
618,Tazovskiy,RU,67.4667,78.7,-7.38,92,6,14.83,clear sky
619,Bhubaneswar,IN,20.2333,85.8333,61.02,88,52,0.0,mist
620,Sivas,TR,39.7916,37.0019,12.83,85,0,5.75,clear sky
621,Chapais,CA,49.7834,-74.8492,-9.62,82,100,11.48,overcast clouds
622,Carutapera,BR,-1.195,-46.02,79.48,86,100,6.33,overcast clouds
623,Vizinga,RU,61.0749,50.1031,15.26,98,84,4.83,broken clouds
624,Araouane,ML,18.9048,-3.5265,66.34,15,0,9.19,clear sky
625,Takhtamygda,RU,54.1,123.5667,-18.35,96,85,3.15,overcast clouds
626,Barbastro,ES,42.0356,0.1269,51.98,76,100,3.2,overcast clouds
627,Yuncheng,CN,35.0231,110.9928,36.84,65,6,6.33,clear sky
628,Teguise,ES,29.0605,-13.564,62.82,72,20,9.22,few clouds
629,Chala,TZ,-7.5833,31.2667,57.13,94,99,1.07,overcast clouds
630,Mozelos,PT,41.8677,-8.3978,52.88,92,89,2.33,overcast clouds
631,Shingu,JP,33.7333,135.9833,42.91,59,100,3.89,overcast clouds
632,Susangerd,IR,31.5608,48.1831,50.02,62,17,2.28,few clouds
633,Yuancheng,CN,36.652,107.7896,25.74,98,86,3.38,overcast clouds
634,Karratha,AU,-20.7377,116.8463,85.78,67,79,2.84,broken clouds
635,Tromso,NO,69.6496,18.957,21.22,79,0,11.5,clear sky
636,Hanzhong,CN,33.0728,107.0303,38.62,71,7,1.86,clear sky
637,Quthing,LS,-30.4,27.7003,71.15,52,51,1.81,broken clouds
638,Doka,SD,13.5167,35.7667,81.12,31,0,13.15,clear sky
639,Port Augusta,AU,-32.5,137.7667,60.94,22,94,3.44,overcast clouds
640,Bogorodskoye,RU,56.55,37.8833,21.51,90,91,12.97,overcast clouds
641,Bandarbeyla,SO,9.4942,50.8122,76.06,68,100,13.49,overcast clouds
642,Capaci,IT,38.1711,13.2393,53.49,76,0,4.61,clear sky
643,Ust-Kuyga,RU,70.0167,135.6,-15.27,98,100,8.88,light snow
644,Kilosa,TZ,-6.8333,36.9833,69.75,94,100,1.07,overcast clouds
645,Abomey,BJ,7.1829,1.9912,82.63,60,87,8.84,overcast clouds
646,Coahuayana,MX,18.7333,-103.6833,85.48,29,20,7.16,few clouds
647,Ipixuna,BR,-1.7625,-48.8043,80.55,67,66,4.52,broken clouds
648,Leh,IN,34.1667,77.5833,-1.07,67,87,2.42,overcast clouds
649,Adet,ET,11.2644,37.4888,62.06,62,69,11.45,light rain
650,Wajir,KE,1.7471,40.0573,87.13,22,74,13.51,broken clouds
651,Rockland,US,41.1668,-74.0496,58.05,41,100,3.0,overcast clouds
652,Codrington,AU,-38.2667,141.9667,69.67,49,100,11.9,overcast clouds
653,Zruc Nad Sazavou,CZ,49.7401,15.1061,36.64,74,13,9.66,few clouds
654,Cap Malheureux,MU,-19.9842,57.6142,81.09,84,6,4.0,clear sky
655,Umtata,ZA,-31.5889,28.7844,70.92,89,2,3.04,clear sky
656,Cobadin,RO,44.0833,28.2167,41.38,56,96,6.33,overcast clouds
657,Klamath Falls,US,42.2249,-121.7817,54.86,43,0,4.61,clear sky
658,Mandalgovi,MN,45.7625,106.2708,-7.85,80,12,6.53,few clouds
659,Garowe,SO,8.4054,48.4845,68.86,65,69,11.12,broken clouds
660,Kargil,IN,34.5667,76.1,-16.47,79,76,3.44,broken clouds
661,Colomiers,FR,43.6167,1.35,48.7,71,0,12.66,clear sky
662,Zhangye,CN,38.9342,100.4517,26.28,64,99,2.37,overcast clouds
663,Zwickau,DE,50.7167,12.4833,36.54,80,100,5.41,overcast clouds
664,Jonkoping,SE,57.7814,14.1562,37.38,87,100,17.27,overcast clouds
665,Toronto,CA,43.7001,-79.4163,26.08,59,75,21.85,broken clouds
666,Kemalpasa,TR,38.4262,27.4173,48.09,75,80,2.82,broken clouds
667,Asekeyevo,RU,53.5742,52.7972,19.96,97,100,4.38,overcast clouds
668,Mahibadhoo,MV,3.7833,72.9667,80.85,74,100,2.48,overcast clouds
669,Ust-Kut,RU,56.7938,105.7672,-27.08,100,92,1.83,overcast clouds
670,Chum Phae,TH,16.5443,102.0992,76.82,69,96,2.19,overcast clouds
671,Itanhandu,BR,-22.2958,-44.9347,83.5,90,27,3.51,scattered clouds
672,Yei,SS,4.095,30.6779,77.65,31,7,3.83,clear sky
673,Paracuru,BR,-3.41,-39.0306,86.02,73,97,9.46,overcast clouds
674,Lobito,AO,-12.3481,13.5456,77.02,75,89,4.41,overcast clouds
675,Komatipoort,ZA,-25.4332,31.9548,76.05,94,0,2.75,clear sky
676,Hilotongan,PH,11.144,123.6426,79.21,83,47,11.7,scattered clouds
677,Catuday,PH,16.2923,119.8062,76.37,71,100,9.78,overcast clouds
678,Ransang,PH,8.9603,117.5828,78.49,86,100,3.31,light rain
